,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,y_pred_final_proba,y_pred_final,y_actual
2390,13.0,Mobile Phone,1,13.0,Credit Card,Male,3.0,3,Mobile Phone,3,Married,3,0,14.0,1.0,1.0,2.0,123.44999999999999,0.007332839784993417,0,0
29,5.0,Computer,3,14.0,E-Wallet,Female,2.0,3,Fashion,2,Single,2,0,14.0,2.0,3.0,7.0,189.98,0.11250698744047606,0,0
3475,14.0,Mobile Phone,1,27.0,Cash on Delivery,Male,4.0,4,Fashion,2,Divorced,6,0,21.0,5.0,12.0,4.0,228.22,0.08150490863499243,0,0
751,0.0,Mobile Phone,3,27.0,E-Wallet,Male,3.0,1,Mobile Phone,2,Single,2,0,17.0,0.0,2.0,2.0,126.78,0.09611384013026425,0,0
880,2.0,Mobile Phone,2,23.0,Unified Payment Identifier,Male,2.0,4,Fashion,5,Single,2,0,13.0,0.0,1.0,9.0,179.88,0.04450701992055314,0,0
1354,9.0,Mobile Phone,1,33.0,Credit Card,Male,3.0,3,Laptop & Accessory,3,Married,7,0,13.0,0.0,7.0,7.0,152.37,0.02283289458460961,0,0
5619,3.0,Mobile Phone,1,20.0,Unified Payment Identifier,Male,3.0,5,Laptop & Accessory,4,Married,6,1,14.0,1.0,2.0,4.0,165.25,0.014717242723499226,0,0
4546,11.0,Mobile Phone,1,21.0,Debit Card,Female,4.0,4,Mobile Phone,5,Married,3,0,13.0,11.0,13.0,18.0,155.34,0.03498659715722945,0,0
195,0.0,Mobile Phone,3,8.0,Debit Card,Male,3.0,3,Laptop & Accessory,3,Single,2,1,11.0,1.0,1.0,4.0,144.78,0.43180784020551066,0,0
1046,1.0,Mobile Phone,1,13.0,Debit Card,Male,3.0,3,Mobile Phone,5,Single,4,1,14.0,0.0,1.0,3.0,121.66,0.9950352007180514,1,1
2368,10.0,Mobile Phone,1,7.0,Debit Card,Female,2.0,3,Mobile Phone,5,Married,3,0,22.0,0.0,1.0,0.0,120.66,0.00219233275680359,0,0
1054,7.0,Mobile Phone,1,9.0,Debit Card,Female,3.0,3,Laptop & Accessory,4,Married,2,0,12.0,7.0,7.0,9.0,154.33,0.045132861038077364,0,0
3891,1.0,Mobile Phone,1,15.0,Credit Card,Male,4.0,5,Mobile Phone,3,Single,3,1,12.0,2.0,2.0,3.0,164.89,0.9610805557612855,1,1
64,24.0,Mobile Phone,1,9.0,Credit Card,Female,3.0,3,Grocery,4,Single,4,0,18.0,0.0,2.0,0.0,237.33999999999997,0.0005083208617579325,0,0
3600,1.0,Mobile Phone,1,7.0,Debit Card,Male,3.0,4,Mobile Phone,3,Divorced,3,0,23.0,1.0,2.0,2.0,137.23,0.09565628746617923,0,0
994,11.0,Mobile Phone,3,20.0,Debit Card,Male,3.0,3,Laptop & Accessory,4,Married,1,0,11.0,5.0,7.0,7.0,199.24,0.056599713684492604,0,0
2815,5.0,Mobile Phone,3,7.0,Debit Card,Female,4.0,4,Laptop & Accessory,2,Single,10,1,12.0,2.0,2.0,6.0,184.93,0.21562599477035585,0,1
1765,2.0,Mobile Phone,1,9.0,Credit Card,Male,3.0,4,Fashion,3,Married,2,0,18.0,0.0,1.0,4.0,219.35000000000002,0.023601303421431418,0,0
1488,3.0,Mobile Phone,1,13.0,Debit Card,Female,3.0,3,Mobile Phone,3,Single,2,0,14.0,1.0,1.0,4.0,126.32,0.004799017075215683,0,0
4101,1.0,Mobile Phone,2,9.0,Unified Payment Identifier,Female,3.0,4,Mobile Phone,4,Married,6,0,15.0,1.0,2.0,3.0,146.87,0.8861522205679143,1,0
2940,1.0,Computer,1,17.0,Credit Card,Male,4.0,4,Fashion,3,Married,8,0,12.0,2.0,2.0,2.0,225.48,0.974292531718294,1,1
3903,1.0,Mobile Phone,3,14.0,Debit Card,Male,3.0,4,Mobile Phone,1,Married,3,1,22.0,2.0,2.0,3.0,147.75,0.9234656539576284,1,1
4385,31.0,Mobile Phone,1,10.0,Debit Card,Male,4.0,5,Mobile Phone,1,Married,5,0,18.0,1.0,2.0,1.0,146.77,0.0015616962353037877,0,0
3272,14.0,Computer,1,9.0,Credit Card,Female,3.0,2,Laptop & Accessory,4,Divorced,3,0,25.0,1.0,4.0,8.0,167.44,0.0011488010635696086,0,0
1221,18.0,Mobile Phone,1,31.0,Debit Card,Female,3.0,4,Laptop & Accessory,1,Married,1,0,13.0,0.0,3.0,8.0,159.06,0.004761778600118457,0,0
2624,7.0,Computer,1,15.0,Credit Card,Male,3.0,3,Mobile Phone,4,Married,2,1,12.0,2.0,2.0,3.0,123.41999999999999,0.9171485319802947,1,1
5033,10.0,Mobile Phone,1,13.0,Debit Card,Male,3.0,6,Mobile Phone,3,Married,3,0,15.0,2.0,2.0,8.0,152.41,0.0074992725001532205,0,0
1976,17.0,Mobile Phone,1,14.0,Debit Card,Male,3.0,1,Mobile Phone,1,Married,3,1,24.0,1.0,1.0,2.0,128.18,0.004977215053415418,0,0
5392,9.0,Mobile Phone,1,34.0,Debit Card,Male,3.0,4,Laptop & Accessory,3,Married,4,0,17.0,2.0,2.0,8.0,193.83,0.052640936084628824,0,0
5015,11.0,Mobile Phone,1,8.0,Debit Card,Female,3.0,5,Laptop & Accessory,1,Married,3,0,14.0,1.0,4.0,12.0,189.74,0.0032396380567626384,0,0
1491,3.0,Mobile Phone,1,8.0,Credit Card,Male,3.0,4,Mobile Phone,1,Single,1,0,13.0,0.0,1.0,2.0,127.19999999999999,0.035609684971186446,0,0
3567,20.0,Mobile Phone,1,9.0,Cash on Delivery,Male,3.0,4,Laptop & Accessory,2,Married,4,0,12.0,2.0,2.0,5.0,198.79,0.04672953024760664,0,0
3027,3.0,Mobile Phone,1,16.0,Unified Payment Identifier,Male,2.0,5,Mobile Phone,2,Single,2,0,18.0,3.0,3.0,3.0,164.83,0.0074311665954038516,0,0
4445,11.0,Mobile Phone,1,7.0,Debit Card,Female,3.0,4,Mobile Phone,1,Single,3,0,13.0,2.0,6.0,8.0,146.15,0.003802809798331625,0,0
423,16.0,Computer,3,21.0,Debit Card,Male,2.0,4,Laptop & Accessory,2,Divorced,4,0,18.0,0.0,2.0,2.0,168.04,0.037352593306847946,0,0
1623,0.0,Computer,1,6.0,Debit Card,Female,2.0,3,Laptop & Accessory,4,Married,2,0,20.0,1.0,1.0,4.0,163.97,0.01034113011021089,0,0
545,0.0,Mobile Phone,1,13.0,Debit Card,Female,3.0,3,Mobile Phone,3,Single,2,0,19.0,1.0,1.0,0.0,123.18,0.3047565393274568,0,0
198,0.0,Mobile Phone,1,8.0,Credit Card,Male,2.0,5,Mobile Phone,2,Divorced,6,1,13.0,2.0,2.0,2.0,134.64,0.9759664430944255,1,1
2340,16.0,Mobile Phone,1,12.0,Credit Card,Female,3.0,4,Laptop & Accessory,3,Single,2,1,14.0,0.0,1.0,8.0,140.81,0.00203102694305592,0,0
2075,3.0,Mobile Phone,1,14.0,Debit Card,Female,3.0,1,Fashion,5,Married,1,1,12.0,0.0,1.0,4.0,214.16000000000003,0.011973863384045812,0,0
2331,12.0,Mobile Phone,3,27.0,Debit Card,Male,2.0,4,Laptop & Accessory,1,Married,4,1,12.0,0.0,1.0,4.0,161.2,0.013922382772275057,0,0
397,10.0,Mobile Phone,1,16.0,Debit Card,Male,3.0,2,Mobile Phone,2,Single,4,0,17.0,1.0,1.0,0.0,146.8,0.02087648706585275,0,0
4119,13.0,Mobile Phone,1,31.0,Debit Card,Male,3.0,4,Laptop & Accessory,1,Single,9,0,14.0,2.0,2.0,8.0,166.08,0.02091879570685041,0,0
5078,25.0,Computer,3,16.0,Debit Card,Male,3.0,4,Others,4,Married,6,1,25.0,7.0,12.0,11.0,323.47,0.0011966272200124321,0,0
4084,6.0,Mobile Phone,1,12.0,Debit Card,Male,3.0,5,Laptop & Accessory,1,Single,10,0,25.0,1.0,2.0,4.0,221.79,0.005358838007505352,0,0
382,2.0,Mobile Phone,3,9.0,Credit Card,Female,3.0,3,Laptop & Accessory,3,Divorced,2,0,14.0,0.0,1.0,2.0,155.61,0.02213635327739182,0,0
5582,9.0,Mobile Phone,1,18.0,Credit Card,Male,3.0,4,Mobile Phone,3,Married,9,1,12.0,3.0,3.0,3.0,151.6,0.16542534759747318,0,0
4040,1.0,Mobile Phone,3,9.0,Credit Card,Female,3.0,2,Laptop & Accessory,3,Single,2,0,15.0,1.0,2.0,8.0,190.0,0.10119753675752408,0,0
1327,13.0,Computer,3,6.0,Debit Card,Male,3.0,3,Laptop & Accessory,3,Married,8,0,12.0,1.0,1.0,1.0,167.28,0.8046912615172404,1,1
1266,11.0,Mobile Phone,3,6.0,Debit Card,Male,3.0,4,Mobile Phone,5,Single,5,0,14.0,0.0,1.0,0.0,128.58,0.1422994786173967,0,0
3362,16.0,Mobile Phone,3,21.0,Credit Card,Female,4.0,5,Laptop & Accessory,3,Single,9,0,18.0,1.0,2.0,4.0,187.44,0.02069356703015315,0,0
5409,1.0,Mobile Phone,3,16.0,E-Wallet,Female,3.0,6,Mobile Phone,4,Single,3,0,14.0,3.0,3.0,3.0,152.6,0.9905166977781095,1,1
3268,12.0,Computer,1,9.0,Debit Card,Female,4.0,2,Laptop & Accessory,5,Single,8,1,13.0,5.0,5.0,13.0,184.8,0.035707811036694626,0,0
2614,16.0,Mobile Phone,2,8.0,Debit Card,Male,3.0,3,Mobile Phone,1,Single,1,0,13.0,1.0,1.0,8.0,135.39,0.005862202303378758,0,0
1468,24.0,Mobile Phone,1,12.0,Debit Card,Male,2.0,3,Others,3,Single,8,0,15.0,8.0,15.0,15.0,295.37,0.0032219929983361836,0,0
577,3.0,Mobile Phone,3,14.0,Unified Payment Identifier,Male,3.0,3,Fashion,3,Married,6,0,11.0,4.0,7.0,7.0,172.64,0.017925240020889868,0,0
3509,2.0,Mobile Phone,1,9.0,Debit Card,Male,4.0,5,Mobile Phone,4,Divorced,2,0,18.0,1.0,2.0,5.0,157.01,0.016611353243222778,0,0
4498,4.0,Mobile Phone,3,12.0,E-Wallet,Female,2.0,5,Laptop & Accessory,3,Married,3,0,14.0,2.0,2.0,3.0,186.18,0.0199965369256748,0,0
3535,14.0,Computer,1,33.0,Credit Card,Female,4.0,5,Laptop & Accessory,2,Divorced,5,1,14.0,2.0,2.0,1.0,169.22,0.02265831866539231,0,0
2808,4.0,Computer,1,11.0,Credit Card,Male,3.0,3,Laptop & Accessory,5,Single,1,0,19.0,1.0,1.0,7.0,199.36,0.03118950223817569,0,0
1546,22.0,Computer,1,24.0,Debit Card,Male,3.0,3,Laptop & Accessory,1,Married,2,1,15.0,0.0,1.0,7.0,168.04,0.001003846860488333,0,0
4996,1.0,Mobile Phone,3,30.0,Debit Card,Female,3.0,5,Fashion,5,Married,3,0,14.0,2.0,4.0,11.0,198.36,0.945071550017262,1,1
185,4.0,Mobile Phone,2,8.0,Unified Payment Identifier,Male,3.0,4,Laptop & Accessory,5,Divorced,4,0,12.0,0.0,1.0,0.0,164.1,0.01499245306693437,0,0
1138,15.0,Mobile Phone,1,18.0,Credit Card,Male,3.0,3,Mobile Phone,4,Married,9,0,22.0,1.0,1.0,4.0,127.66,0.03344309687764876,0,0
2200,10.0,Mobile Phone,1,7.0,Debit Card,Female,2.0,4,Laptop & Accessory,1,Married,2,0,13.0,0.0,3.0,11.0,164.74,0.0020320920689383126,0,0
3919,14.0,Mobile Phone,1,15.0,Debit Card,Female,4.0,4,Laptop & Accessory,5,Married,4,1,17.0,1.0,2.0,1.0,190.16,0.029108058782512228,0,0
3484,8.0,Computer,1,10.0,Debit Card,Male,3.0,4,Laptop & Accessory,2,Single,2,0,18.0,2.0,2.0,5.0,202.56,0.029059126293180287,0,0
2915,31.0,Mobile Phone,1,10.0,Debit Card,Male,4.0,5,Mobile Phone,2,Divorced,5,0,18.0,1.0,2.0,1.0,146.77,0.0015616962353037877,0,0
4614,3.0,Mobile Phone,1,26.0,Cash on Delivery,Male,3.0,4,Laptop & Accessory,1,Married,6,0,13.0,2.0,2.0,3.0,167.62,0.032340882560853074,0,0
4931,28.0,Mobile Phone,3,9.0,Debit Card,Female,3.0,5,Fashion,3,Married,8,0,12.0,7.0,2.0,1.0,231.86,0.0030897488046809107,0,0
5460,8.0,Mobile Phone,3,15.0,Cash on Delivery,Male,4.0,2,Laptop & Accessory,3,Married,3,0,22.0,3.0,5.0,9.0,192.99,0.026890379727761378,0,0
5511,22.0,Computer,1,29.0,Credit Card,Female,3.0,4,Grocery,1,Married,5,0,15.0,2.0,5.0,8.0,296.74,0.001041868460343199,0,0
1910,0.0,Mobile Phone,1,16.0,Credit Card,Male,3.0,1,Mobile Phone,3,Single,2,0,18.0,0.0,1.0,2.0,135.05,0.06838116166786135,0,0
835,14.0,Computer,3,6.0,E-Wallet,Female,3.0,3,Laptop & Accessory,5,Married,1,0,17.0,0.0,1.0,7.0,141.03,0.005348652892492923,0,0
1126,3.0,Mobile Phone,3,21.0,E-Wallet,Male,3.0,4,Fashion,5,Married,3,0,11.0,0.0,1.0,7.0,171.4,0.053991636399891844,0,0
633,30.0,Mobile Phone,3,6.0,Cash on Delivery,Male,3.0,3,Fashion,2,Divorced,4,1,14.0,0.0,1.0,4.0,219.04000000000002,0.000794049084893235,0,0
4719,12.0,Mobile Phone,1,9.0,Credit Card,Male,4.0,4,Mobile Phone,3,Married,8,1,14.0,1.0,2.0,2.0,155.57,0.20303724475272655,0,0
3901,11.0,Computer,3,7.0,Credit Card,Male,3.0,6,Laptop & Accessory,1,Married,3,0,15.0,1.0,2.0,4.0,220.25,0.05454793107920988,0,0
4775,1.0,Computer,1,10.0,Credit Card,Male,3.0,4,Mobile Phone,1,Married,3,0,12.0,1.0,2.0,1.0,142.06,0.18899153058846285,0,0
2360,7.0,Computer,1,7.0,Unified Payment Identifier,Male,3.0,3,Mobile Phone,5,Married,6,0,14.0,1.0,1.0,3.0,129.96,0.02545961840357826,0,0
3942,8.0,Mobile Phone,1,9.0,Credit Card,Male,4.0,2,Mobile Phone,1,Married,2,1,15.0,1.0,2.0,3.0,154.32,0.015428217660769607,0,0
4696,31.0,Mobile Phone,3,23.0,E-Wallet,Male,3.0,4,Laptop & Accessory,5,Single,10,0,15.0,3.0,3.0,3.0,179.05,0.0011280033314483436,0,0
2782,12.0,Computer,1,15.0,Debit Card,Male,2.0,3,Others,1,Single,3,0,15.0,1.0,1.0,3.0,294.31,0.026174923151845116,0,0
3316,6.0,Mobile Phone,1,15.0,Credit Card,Female,4.0,2,Laptop & Accessory,3,Divorced,7,0,13.0,2.0,2.0,4.0,176.75,0.020559332096795356,0,0
5428,27.0,Computer,1,8.0,Credit Card,Female,3.0,5,Grocery,3,Married,6,1,21.0,2.0,2.0,3.0,254.64999999999998,0.0006372729088522807,0,0
2856,15.0,Mobile Phone,1,21.0,Debit Card,Male,3.0,4,Mobile Phone,3,Married,6,0,13.0,2.0,2.0,9.0,149.51,0.06828625663525684,0,0
5323,11.0,Mobile Phone,1,17.0,Credit Card,Female,4.0,4,Mobile Phone,4,Married,3,0,12.0,5.0,8.0,8.0,164.36,0.013973699527788427,0,0
1369,0.0,Mobile Phone,1,12.0,Credit Card,Male,3.0,3,Mobile Phone,5,Single,3,0,11.0,0.0,1.0,3.0,129.6,0.850437953031978,1,1
3054,11.0,Mobile Phone,1,17.0,Credit Card,Female,4.0,4,Mobile Phone,5,Divorced,8,0,21.0,2.0,2.0,4.0,159.52,0.08601326681936142,0,0
3012,6.0,Mobile Phone,1,9.0,Credit Card,Female,4.0,3,Laptop & Accessory,2,Single,9,0,17.0,2.0,2.0,8.0,175.55,0.006561842862536111,0,0
594,20.0,Mobile Phone,3,10.0,Debit Card,Female,2.0,3,Laptop & Accessory,2,Single,2,1,17.0,1.0,1.0,7.0,141.63,0.0016892426012568983,0,0
3704,5.0,Mobile Phone,1,15.0,Debit Card,Female,4.0,4,Grocery,4,Single,5,0,12.0,1.0,2.0,1.0,289.22,0.04143291502492907,0,0
3615,16.0,Mobile Phone,1,14.0,Credit Card,Female,4.0,2,Laptop & Accessory,4,Divorced,8,1,17.0,1.0,2.0,1.0,148.72,0.09942787817646076,0,0
40,23.0,Mobile Phone,1,17.0,Debit Card,Female,2.0,3,Others,4,Single,4,0,15.0,2.0,4.0,4.0,299.26,0.0005328045237450608,0,0
845,0.0,Mobile Phone,3,13.0,Credit Card,Female,3.0,1,Mobile Phone,2,Divorced,9,0,14.0,1.0,1.0,0.0,125.34,0.11225744228812128,0,0
780,2.0,Mobile Phone,1,6.0,Debit Card,Female,2.0,4,Grocery,2,Married,4,0,14.0,1.0,1.0,7.0,261.24,0.025599950682921147,0,0
4204,4.0,Computer,1,7.0,Credit Card,Female,3.0,4,Laptop & Accessory,1,Single,3,0,24.0,2.0,4.0,8.0,165.11,0.00568349646434629,0,0
3134,22.0,Mobile Phone,3,9.0,E-Wallet,Female,3.0,4,Laptop & Accessory,2,Divorced,4,0,15.0,5.0,7.0,8.0,165.51,0.0008522100226990315,0,0
3192,27.0,Mobile Phone,3,7.0,Credit Card,Female,3.0,4,Laptop & Accessory,5,Single,9,0,21.0,7.0,9.0,11.0,208.81,0.001123835033942626,0,0
2820,1.0,Computer,1,23.0,Debit Card,Female,4.0,6,Mobile Phone,5,Single,3,1,23.0,5.0,7.0,8.0,164.19,0.9956092336402212,1,1
2287,9.0,Mobile Phone,1,16.0,Cash on Delivery,Female,3.0,3,Fashion,3,Married,4,0,12.0,1.0,1.0,7.0,170.94,0.03914494389586338,0,0
714,15.0,Mobile Phone,3,10.0,E-Wallet,Male,2.0,3,Laptop & Accessory,5,Single,8,0,13.0,1.0,1.0,5.0,151.55,0.04725905374184763,0,0
1085,10.0,Mobile Phone,1,27.0,Credit Card,Male,3.0,1,Mobile Phone,4,Married,2,0,18.0,2.0,2.0,13.0,120.28,0.0017738182948592144,0,0
3592,1.0,Mobile Phone,1,11.0,Debit Card,Male,4.0,4,Mobile Phone,3,Married,3,0,12.0,2.0,2.0,4.0,150.17,0.09801493729307025,0,0
4137,10.0,Computer,3,22.0,E-Wallet,Male,3.0,6,Laptop & Accessory,1,Married,3,0,25.0,5.0,12.0,12.0,179.06,0.0120033852254523,0,0
3935,1.0,Computer,2,17.0,Credit Card,Male,3.0,4,Mobile Phone,1,Married,2,0,15.0,2.0,3.0,2.0,146.45,0.11670900611310743,0,0
2035,4.0,Mobile Phone,1,18.0,Credit Card,Female,2.0,3,Laptop & Accessory,1,Married,1,1,11.0,6.0,8.0,5.0,158.55,0.014123083212225229,0,0
3625,6.0,Mobile Phone,3,15.0,Credit Card,Male,3.0,2,Laptop & Accessory,2,Divorced,3,0,16.0,1.0,2.0,9.0,187.09,0.008672954563117745,0,0
3870,10.0,Mobile Phone,1,14.0,Debit Card,Male,4.0,4,Mobile Phone,4,Single,4,0,12.0,1.0,2.0,4.0,145.13,0.027845762544104986,0,0
2914,5.0,Computer,1,7.0,Credit Card,Male,3.0,6,Laptop & Accessory,3,Divorced,2,0,13.0,2.0,2.0,5.0,168.45,0.007809251063478546,0,0
1751,25.0,Mobile Phone,1,9.0,Credit Card,Male,2.0,4,Fashion,3,Married,3,1,14.0,1.0,1.0,4.0,179.69,0.0006485104402246039,0,0
4013,2.0,Computer,2,7.0,Debit Card,Male,3.0,4,Mobile Phone,1,Married,3,0,16.0,1.0,3.0,3.0,152.06,0.024693666763475144,0,0
3096,26.0,Mobile Phone,1,10.0,Credit Card,Male,3.0,5,Fashion,3,Divorced,4,1,15.0,1.0,2.0,5.0,204.69,0.001691424431886629,0,0
1598,15.0,Mobile Phone,1,23.0,Debit Card,Female,2.0,1,Laptop & Accessory,5,Single,4,1,13.0,1.0,1.0,2.0,165.45,0.04714121534476062,0,0
2356,9.0,Mobile Phone,3,9.0,E-Wallet,Female,3.0,3,Laptop & Accessory,4,Single,4,1,16.0,0.0,1.0,1.0,192.78,0.10576802975345834,0,0
1097,1.0,Mobile Phone,2,28.0,Unified Payment Identifier,Male,2.0,5,Mobile Phone,3,Married,2,0,11.0,0.0,1.0,0.0,115.55000000000001,0.9798788960767232,1,1
5405,1.0,Computer,2,17.0,Credit Card,Male,3.0,4,Mobile Phone,1,Married,2,0,15.0,1.0,3.0,2.0,146.45,0.11670900611310743,0,0
4606,15.0,Computer,3,17.0,Debit Card,Male,3.0,4,Laptop & Accessory,1,Single,9,0,15.0,1.0,2.0,11.0,187.3,0.022433775292833042,0,0
4511,6.0,Mobile Phone,1,9.0,Credit Card,Female,4.0,4,Mobile Phone,4,Married,3,0,14.0,1.0,2.0,8.0,148.7,0.05062432400314609,0,0
583,9.0,Computer,3,14.0,Cash on Delivery,Male,2.0,3,Laptop & Accessory,2,Married,5,0,13.0,1.0,1.0,7.0,150.79,0.04390095333977161,0,0
4260,1.0,Mobile Phone,2,13.0,Unified Payment Identifier,Male,4.0,4,Mobile Phone,5,Married,6,1,23.0,1.0,2.0,3.0,145.73,0.9871971385106454,1,1
4884,1.0,Mobile Phone,1,24.0,Credit Card,Female,3.0,5,Laptop & Accessory,3,Married,3,0,16.0,1.0,4.0,3.0,168.77,0.09176318431777536,0,0
1448,7.0,Mobile Phone,1,12.0,Unified Payment Identifier,Female,2.0,3,Laptop & Accessory,3,Single,2,0,14.0,0.0,2.0,10.0,148.09,0.0006830640324033369,0,0
2008,0.0,Mobile Phone,1,24.0,Unified Payment Identifier,Female,3.0,3,Mobile Phone,1,Single,2,0,19.0,1.0,1.0,0.0,126.93,0.9258472442784137,1,1
4272,28.0,Computer,2,33.0,Unified Payment Identifier,Female,2.0,2,Grocery,1,Single,4,1,15.0,3.0,5.0,5.0,298.28,0.0015768282607617223,0,0
4247,25.0,Mobile Phone,1,16.0,Debit Card,Male,4.0,4,Mobile Phone,1,Married,5,0,24.0,2.0,2.0,4.0,145.75,0.0013975991042730978,0,0
3664,1.0,Computer,3,9.0,Debit Card,Male,3.0,6,Laptop & Accessory,2,Single,5,0,21.0,2.0,2.0,1.0,175.71,0.33072382032247033,0,0
5398,1.0,Mobile Phone,1,11.0,Credit Card,Female,3.0,4,Mobile Phone,4,Single,3,0,14.0,1.0,2.0,3.0,157.95,0.11852860717366012,0,0
5175,8.0,Computer,1,8.0,Unified Payment Identifier,Male,4.0,4,Mobile Phone,5,Married,7,0,15.0,2.0,2.0,4.0,154.96,0.015358641959300466,0,0
1089,17.0,Mobile Phone,1,8.0,Debit Card,Female,3.0,1,Fashion,1,Married,2,1,19.0,6.0,6.0,7.0,178.79,0.001598784370150205,0,0
1842,17.0,Mobile Phone,1,9.0,Unified Payment Identifier,Male,2.0,3,Others,1,Married,5,1,15.0,0.0,1.0,1.0,295.13,0.003463086013358442,0,0
2723,15.0,Mobile Phone,3,18.0,E-Wallet,Male,3.0,3,Laptop & Accessory,1,Married,4,1,12.0,1.0,1.0,0.0,150.87,0.019485769372505107,0,0
3969,8.0,Computer,1,7.0,Credit Card,Male,3.0,4,Mobile Phone,4,Married,3,1,13.0,2.0,3.0,4.0,148.42,0.34668229732809996,0,1
4712,30.0,Mobile Phone,1,16.0,Credit Card,Male,3.0,4,Grocery,1,Married,9,0,12.0,1.0,2.0,2.0,236.02999999999997,0.0013721661252049475,0,0
4794,1.0,Mobile Phone,3,10.0,Unified Payment Identifier,Male,4.0,4,Laptop & Accessory,5,Married,3,1,19.0,1.0,2.0,4.0,166.94,0.04299201057204685,0,0
3652,25.0,Mobile Phone,2,12.0,Debit Card,Male,3.0,4,Grocery,4,Married,3,1,12.0,1.0,2.0,11.0,265.26,0.0002428462135473085,0,0
5162,9.0,Computer,1,25.0,Debit Card,Male,3.0,4,Fashion,1,Single,4,0,12.0,3.0,3.0,4.0,218.62,0.2083792675246908,0,0
2698,1.0,Computer,1,22.0,Cash on Delivery,Male,2.0,5,Mobile Phone,5,Married,2,1,23.0,0.0,3.0,0.0,123.07,0.9958822759507259,1,1
619,0.0,Mobile Phone,1,17.0,Credit Card,Female,3.0,5,Laptop & Accessory,4,Divorced,6,0,15.0,1.0,1.0,0.0,147.77,0.9385160894717666,1,1
4876,15.0,Computer,1,16.0,Credit Card,Male,4.0,4,Others,3,Married,4,0,15.0,1.0,2.0,12.0,319.19,0.00570150641507533,0,0
2584,4.0,Computer,1,30.0,Cash on Delivery,Female,1.0,3,Laptop & Accessory,1,Single,3,0,20.0,0.0,1.0,4.0,152.38,0.024123540729057754,0,0
3387,3.0,Computer,3,27.0,Cash on Delivery,Female,3.0,4,Mobile Phone,2,Divorced,3,0,16.0,1.0,2.0,3.0,146.57,0.046627459574349786,0,0
4867,21.0,Computer,1,23.0,Credit Card,Male,4.0,2,Laptop & Accessory,3,Married,3,1,20.0,2.0,3.0,8.0,175.67,0.01366858439863946,0,0
1118,18.0,Mobile Phone,2,10.0,Debit Card,Female,2.0,5,Fashion,3,Married,5,0,21.0,1.0,1.0,3.0,197.56,0.03235941287687369,0,0
1579,0.0,Mobile Phone,1,15.0,Credit Card,Male,2.0,3,Mobile Phone,1,Married,6,1,13.0,1.0,1.0,4.0,124.36000000000001,0.9974145593303543,1,1
5241,9.0,Mobile Phone,1,23.0,Debit Card,Female,4.0,5,Fashion,4,Single,3,0,20.0,4.0,4.0,4.0,211.06,0.018693229223471403,0,0
5138,14.0,Mobile Phone,1,9.0,Credit Card,Female,3.0,2,Laptop & Accessory,3,Married,7,0,21.0,7.0,12.0,9.0,188.77,0.020402362282720014,0,0
3995,28.0,Mobile Phone,1,14.0,Credit Card,Female,4.0,4,Laptop & Accessory,1,Married,6,0,16.0,2.0,2.0,8.0,193.54,0.001963454232667789,0,0
4493,17.0,Mobile Phone,1,14.0,Debit Card,Female,3.0,4,Fashion,5,Married,10,0,17.0,2.0,2.0,4.0,224.85,0.030994611272875054,0,0
5211,18.0,Computer,3,8.0,E-Wallet,Female,4.0,4,Laptop & Accessory,3,Married,9,0,13.0,1.0,2.0,1.0,172.68,0.03230270538924874,0,0
2734,4.0,Computer,1,7.0,Debit Card,Male,2.0,5,Laptop & Accessory,5,Married,2,0,21.0,6.0,8.0,7.0,150.03,0.0053941247009169505,0,0
5597,13.0,Computer,1,16.0,Debit Card,Male,3.0,4,Others,1,Single,4,0,15.0,2.0,2.0,4.0,319.31,0.028529310139165664,0,0
1151,10.0,Mobile Phone,3,15.0,E-Wallet,Male,2.0,4,Laptop & Accessory,4,Married,2,0,14.0,0.0,1.0,3.0,141.89,0.025749115726547468,0,0
5621,14.0,Mobile Phone,3,35.0,E-Wallet,Male,3.0,5,Fashion,5,Married,6,1,14.0,3.0,2.0,1.0,233.54000000000002,0.9535229265401877,1,1
1684,0.0,Mobile Phone,3,14.0,E-Wallet,Female,2.0,3,Laptop & Accessory,4,Married,2,0,18.0,0.0,1.0,7.0,162.14,0.038998098864132226,0,0
3617,10.0,Mobile Phone,1,9.0,Debit Card,Female,3.0,4,Laptop & Accessory,4,Single,11,1,12.0,5.0,6.0,13.0,179.1,0.020555148602751348,0,0
2946,16.0,Mobile Phone,1,9.0,Credit Card,Female,3.0,5,Mobile Phone,5,Married,2,1,12.0,5.0,8.0,9.0,150.93,0.031497436939849355,0,0
3486,1.0,Mobile Phone,1,11.0,Cash on Delivery,Male,3.0,4,Mobile Phone,2,Divorced,3,1,16.0,6.0,6.0,7.0,161.91,0.9583187109118715,1,1
3930,13.0,Computer,1,7.0,Debit Card,Male,4.0,4,Laptop & Accessory,1,Married,3,1,16.0,4.0,6.0,9.0,189.72,0.004578895615023816,0,0
3635,24.0,Mobile Phone,1,35.0,Debit Card,Female,3.0,4,Grocery,5,Divorced,6,1,15.0,1.0,2.0,3.0,293.8,0.0021759650231981745,0,0
